# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database 
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2025-11-07 21:08:38 EST       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 011058798 HERRING R AT CHEQUESSETT NECK RD AT WELLFLEET, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 011058798
#            TS   parameter     Description
#        218558       00065     Gage height, feet, Ocean side
#         66254       00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	tz_cd	218558_00065	218558_00065_cd	66254_00065	66254_00065_cd
USGS	011058798	2022-07-15 06:15	EDT	-2.96	A	-0.17	A
USGS	011058798	2022-07-15 06:20	EDT	-2.98	A	-0.22	A
USGS	011058798	2022-07-15 06:25	EDT	-3.02	A	-0.27	A
USGS	011058798	2022-07-15 06:30	EDT	-3.01	A	-0.32	A
USGS	011058798	2022-07-15 06:35	EDT	-3.03	A	-0.38	A
USGS	011058798	2022-07-15 06:40	EDT	-3.00	A	-0.43	A
USGS	011058798	2022-07-15 06:45	EDT	-3.06	A	-0.48	A
USGS	011058798	2022-07-15 06:50	EDT	-3.01	A	-0.52	A
USGS	011058798	2022-07-15 06:55	EDT	-3.04	A	-0.57	A
USGS	011058798	2022-07-15 07:00	EDT	-3.05	A	-0.62	A
USGS	011058798	2022-07-15 07:05	EDT	-3.10	A	-0.67	A
USGS	011058798	2022-07-15 07:10	EDT	-3.01	A	-0.71	A
USGS	011058798	2022-07-15 07:15	EDT	-3.06	A	-0.76	A
USGS	011058798	2022-07-15 07:20	EDT	-3.08	A	-0.80	A
USGS	011058798	2022-07-15 07:25	EDT	-3.09	A	-0.84	A
USGS	011058798	2022-07-15 07:30	EDT	-3.12	A	-0.89	A
USGS	011058798	2022-07-15 07:35	EDT	-3.15	A	-0.93	A
USGS	011058798	2022-07-15 07:40	EDT	-3.17	A	-0.98	A
USGS	011058798	2022-07-15 07:45	EDT	-3.20	A	-1.02	A
USGS	011058798	2022-07-15 07:50	EDT	-3.18	A	-1.06	A
USGS	011058798	2022-07-15 07:55	EDT	-3.17	A	-1.11	A
USGS	011058798	2022-07-15 08:00	EDT	-3.13	A	-1.15	A
USGS	011058798	2022-07-15 08:05	EDT	-3.12	A	-1.19	A
USGS	011058798	2022-07-15 08:10	EDT	-3.12	A	-1.24	A
USGS	011058798	2022-07-15 08:15	EDT	-3.15	A	-1.28	A
USGS	011058798	2022-07-15 08:20	EDT	-3.12	A	-1.32	A
USGS	011058798	2022-07-15 08:25	EDT	-3.15	A	-1.35	A
USGS	011058798	2022-07-15 08:30	EDT	-3.16	A	-1.40	A
USGS	011058798	2022-07-15 08:35	EDT	-3.15	A	-1.43	A
USGS	011058798	2022-07-15 08:40	EDT	-3.17	A	-1.47	A
USGS	011058798	2022-07-15 08:45	EDT	-3.17	A	-1.50	A
USGS	011058798	2022-07-15 08:50	EDT	-3.18	A	-1.54	A
USGS	011058798	2022-07-15 08:55	EDT	-3.19	A	-1.57	A
USGS	011058798	2022-07-15 09:00	EDT	-3.22	A	-1.60	A
USGS	011058798	2022-07-15 09:05	EDT	-3.21	A	-1.64	A
USGS	011058798	2022-07-15 09:10	EDT	-3.23	A	-1.67	A
USGS	011058798	2022-07-15 09:15	EDT	-3.27	A	-1.70	A
USGS	011058798	2022-07-15 09:20	EDT	-3.23	A	-1.73	A
USGS	011058798	2022-07-15 09:25	EDT	-3.25	A	-1.75	A
USGS	011058798	2022-07-15 09:30	EDT	-3.26	A	-1.78	A
USGS	011058798	2022-07-15 09:35	EDT	-3.26	A	-1.81	A
USGS	011058798	2022-07-15 09:40	EDT	-3.27	A	-1.83	A
USGS	011058798	2022-07-15 09:45	EDT	-3.29	A	-1.85	A
USGS	011058798	2022-07-15 09:50	EDT	-3.28	A	-1.88	A
USGS	011058798	2022-07-15 09:55	EDT	-3.28	A	-1.90	A
USGS	011058798	2022-07-15 10:00	EDT	-3.17	A	-1.92	A
USGS	011058798	2022-07-15 10:05	EDT	-2.78	A	-1.95	A
USGS	011058798	2022-07-15 10:10	EDT	-2.36	A	-1.97	A
USGS	011058798	2022-07-15 10:15	EDT	-1.98	A	-1.93	A
USGS	011058798	2022-07-15 10:20	EDT	-1.65	A	-1.77	A
USGS	011058798	2022-07-15 10:25	EDT	-1.30	A	-1.62	A
USGS	011058798	2022-07-15 10:30	EDT	-0.97	A	-1.57	A
USGS	011058798	2022-07-15 10:35	EDT	-0.65	A	-1.53	A
USGS	011058798	2022-07-15 10:40	EDT	-0.38	A	-1.48	A
USGS	011058798	2022-07-15 10:45	EDT	-0.10	A	-1.44	A
USGS	011058798	2022-07-15 10:50	EDT	0.08	A	-1.41	A
USGS	011058798	2022-07-15 10:55	EDT	0.25	A	-1.37	A
USGS	011058798	2022-07-15 11:00	EDT	0.47	A	-1.33	A
USGS	011058798	2022-07-15 11:05	EDT	0.68	A	-1.30	A
USGS	011058798	2022-07-15 11:10	EDT	0.90	A	-1.26	A
USGS	011058798	2022-07-15 11:15	EDT	1.18	A	-1.24	A
USGS	011058798	2022-07-15 11:20	EDT	1.45	A	-1.20	A
USGS	011058798	2022-07-15 11:25	EDT	1.74	A	-1.15	A
USGS	011058798	2022-07-15 11:30	EDT	1.99	A	-1.12	A
USGS	011058798	2022-07-15 11:35	EDT	2.23	A	-1.08	A
USGS	011058798	2022-07-15 11:40	EDT	2.49	A	-1.04	A
USGS	011058798	2022-07-15 11:45	EDT	2.74	A	-1.01	A
USGS	011058798	2022-07-15 11:50	EDT	3.00	A	-0.96	A
USGS	011058798	2022-07-15 11:55	EDT	3.25	A	-0.93	A
USGS	011058798	2022-07-15 12:00	EDT	3.53	A	-0.88	A
USGS	011058798	2022-07-15 12:05	EDT	3.77	A	-0.84	A
USGS	011058798	2022-07-15 12:10	EDT	3.97	A	-0.80	A
USGS	011058798	2022-07-15 12:15	EDT	4.15	A	-0.74	A
USGS	011058798	2022-07-15 12:20	EDT	4.32	A	-0.70	A
USGS	011058798	2022-07-15 12:25	EDT	4.48	A	-0.67	A
USGS	011058798	2022-07-15 12:30	EDT	4.63	A	-0.62	A
USGS	011058798	2022-07-15 12:35	EDT	4.81	A	-0.57	A
USGS	011058798	2022-07-15 12:40	EDT	4.94	A	-0.53	A
USGS	011058798	2022-07-15 12:45	EDT	5.04	A	-0.49	A
USGS	011058798	2022-07-15 12:50	EDT	5.13	A	-0.44	A
USGS	011058798	2022-07-15 12:55	EDT	5.20	A	-0.40	A
USGS	011058798	2022-07-15 13:00	EDT	5.24	A	-0.35	A
USGS	011058798	2022-07-15 13:05	EDT	5.30	A	-0.32	A
USGS	011058798	2022-07-15 13:10	EDT	5.30	A	-0.25	A
USGS	011058798	2022-07-15 13:15	EDT	5.33	A	-0.22	A
USGS	011058798	2022-07-15 13:20	EDT	5.35	A	-0.18	A
USGS	011058798	2022-07-15 13:25	EDT	5.36	A	-0.13	A
USGS	011058798	2022-07-15 13:30	EDT	5.33	A	-0.11	A
USGS	011058798	2022-07-15 13:35	EDT	5.28	A	-0.06	A
USGS	011058798	2022-07-15 13:40	EDT	5.26	A	-0.01	A
USGS	011058798	2022-07-15 13:45	EDT	5.22	A	0.02	A
USGS	011058798	2022-07-15 13:50	EDT	5.20	A	0.08	A
USGS	011058798	2022-07-15 13:55	EDT	5.17	A	0.11	A
USGS	011058798	2022-07-15 14:00	EDT	5.10	A	0.15	A
USGS	011058798	2022-07-15 14:05	EDT	5.01	A	0.18	A
USGS	011058798	2022-07-15 14:10	EDT	4.90	A	0.22	A
USGS	011058798	2022-07-15 14:15	EDT	4.82	A	0.26	A
USGS	011058798	2022-07-15 14:20	EDT	4.70	A	0.29	A
USGS	011058798	2022-07-15 14:25	EDT	4.59	A	0.33	A
USGS	011058798	2022-07-15 14:30	EDT	4.46	A	0.36	A
USGS	011058798	2022-07-15 14:35	EDT	4.35	A	0.38	A
USGS	011058798	2022-07-15 14:40	EDT	4.22	A	0.42	A
USGS	011058798	2022-07-15 14:45	EDT	4.04	A	0.45	A
USGS	011058798	2022-07-15 14:50	EDT	3.91	A	0.48	A
USGS	011058798	2022-07-15 14:55	EDT	3.71	A	0.51	A
USGS	011058798	2022-07-15 15:00	EDT	3.53	A	0.52	A
USGS	011058798	2022-07-15 15:05	EDT	3.38	A	0.55	A
USGS	011058798	2022-07-15 15:10	EDT	3.22	A	0.57	A
USGS	011058798	2022-07-15 15:15	EDT	3.03	A	0.59	A
USGS	011058798	2022-07-15 15:20	EDT	2.89	A	0.60	A
USGS	011058798	2022-07-15 15:25	EDT	2.72	A	0.63	A
USGS	011058798	2022-07-15 15:30	EDT	2.55	A	0.65	A
USGS	011058798	2022-07-15 15:35	EDT	2.36	A	0.66	A
USGS	011058798	2022-07-15 15:40	EDT	2.19	A	0.68	A
USGS	011058798	2022-07-15 15:45	EDT	2.04	A	0.69	A
USGS	011058798	2022-07-15 15:50	EDT	1.89	A	0.70	A
USGS	011058798	2022-07-15 15:55	EDT	1.73	A	0.72	A
USGS	011058798	2022-07-15 16:00	EDT	1.55	A	0.73	A
USGS	011058798	2022-07-15 16:05	EDT	1.39	A	0.74	A
USGS	011058798	2022-07-15 16:10	EDT	1.19	A	0.75	A
USGS	011058798	2022-07-15 16:15	EDT	1.00	A	0.76	A
USGS	011058798	2022-07-15 16:20	EDT	0.81	A	0.76	A
USGS	011058798	2022-07-15 16:25	EDT	0.63	A	0.77	A
USGS	011058798	2022-07-15 16:30	EDT	0.46	A	0.77	A
USGS	011058798	2022-07-15 16:35	EDT	0.26	A	0.77	A
USGS	011058798	2022-07-15 16:40	EDT	0.05	A	0.75	A
USGS	011058798	2022-07-15 16:45	EDT	-0.12	A	0.73	A
USGS	011058798	2022-07-15 16:50	EDT	-0.34	A	0.70	A
USGS	011058798	2022-07-15 16:55	EDT	-0.54	A	0.66	A
USGS	011058798	2022-07-15 17:00	EDT	-0.78	A	0.63	A
USGS	011058798	2022-07-15 17:05	EDT	-0.93	A	0.59	A
USGS	011058798	2022-07-15 17:10	EDT	-1.15	A	0.54	A
USGS	011058798	2022-07-15 17:15	EDT	-1.34	A	0.50	A
USGS	011058798	2022-07-15 17:20	EDT	-1.50	A	0.45	A
USGS	011058798	2022-07-15 17:25	EDT	-1.68	A	0.40	A
USGS	011058798	2022-07-15 17:30	EDT	-1.85	A	0.35	A
USGS	011058798	2022-07-15 17:35	EDT	-1.99	A	0.30	A
USGS	011058798	2022-07-15 17:40	EDT	-2.17	A	0.25	A
USGS	011058798	2022-07-15 17:45	EDT	-2.33	A	0.20	A
USGS	011058798	2022-07-15 17:50	EDT	-2.45	A	0.14	A
USGS	011058798	2022-07-15 17:55	EDT	-2.56	A	0.09	A
USGS	011058798	2022-07-15 18:00	EDT	-2.69	A	0.04	A
USGS	011058798	2022-07-15 18:05	EDT	-2.72	A	-0.02	A
USGS	011058798	2022-07-15 18:10	EDT	-2.82	A	-0.08	A
USGS	011058798	2022-07-15 18:15	EDT	-2.87	A	-0.14	A
USGS	011058798	2022-07-15 18:20	EDT	-2.84	A	-0.19	A
USGS	011058798	2022-07-15 18:25	EDT	-2.92	A	-0.25	A
USGS	011058798	2022-07-15 18:30	EDT	-2.95	A	-0.30	A
USGS	011058798	2022-07-15 18:35	EDT	-3.01	A	-0.35	A
USGS	011058798	2022-07-15 18:40	EDT	-3.01	A	-0.40	A
USGS	011058798	2022-07-15 18:45	EDT	-3.07	A	-0.46	A
USGS	011058798	2022-07-15 18:50	EDT	-3.01	A	-0.51	A
USGS	011058798	2022-07-15 18:55	EDT	-3.09	A	-0.56	A
USGS	011058798	2022-07-15 19:00	EDT	-3.04	A	-0.61	A
USGS	011058798	2022-07-15 19:05	EDT	-3.03	A	-0.66	A
USGS	011058798	2022-07-15 19:10	EDT	-3.05	A	-0.72	A
USGS	011058798	2022-07-15 19:15	EDT	-3.10	A	-0.76	A
USGS	011058798	2022-07-15 19:20	EDT	-3.05	A	-0.81	A
USGS	011058798	2022-07-15 19:25	EDT	-3.09	A	-0.86	A
USGS	011058798	2022-07-15 19:30	EDT	-3.09	A	-0.91	A
USGS	011058798	2022-07-15 19:35	EDT	-3.16	A	-0.96	A
USGS	011058798	2022-07-15 19:40	EDT	-3.13	A	-1.00	A
USGS	011058798	2022-07-15 19:45	EDT	-3.21	A	-1.05	A
USGS	011058798	2022-07-15 19:50	EDT	-3.14	A	-1.09	A
USGS	011058798	2022-07-15 19:55	EDT	-3.13	A	-1.14	A
USGS	011058798	2022-07-15 20:00	EDT	-3.12	A	-1.18	A
USGS	011058798	2022-07-15 20:05	EDT	-3.15	A	-1.22	A
USGS	011058798	2022-07-15 20:10	EDT	-3.14	A	-1.27	A
USGS	011058798	2022-07-15 20:15	EDT	-3.15	A	-1.31	A
USGS	011058798	2022-07-15 20:20	EDT	-3.15	A	-1.36	A
USGS	011058798	2022-07-15 20:25	EDT	-3.17	A	-1.40	A
USGS	011058798	2022-07-15 20:30	EDT	-3.18	A	-1.44	A
USGS	011058798	2022-07-15 20:35	EDT	-3.18	A	-1.47	A
USGS	011058798	2022-07-15 20:40	EDT	-3.18	A	-1.52	A
USGS	011058798	2022-07-15 20:45	EDT	-3.21	A	-1.55	A
USGS	011058798	2022-07-15 20:50	EDT	-3.23	A	-1.58	A
USGS	011058798	2022-07-15 20:55	EDT	-3.22	A	-1.62	A
USGS	011058798	2022-07-15 21:00	EDT	-3.23	A	-1.66	A
USGS	011058798	2022-07-15 21:05	EDT	-3.24	A	-1.69	A
USGS	011058798	2022-07-15 21:10	EDT	-3.26	A	-1.72	A
USGS	011058798	2022-07-15 21:15	EDT	-3.26	A	-1.75	A
USGS	011058798	2022-07-15 21:20	EDT	-3.27	A	-1.78	A
USGS	011058798	2022-07-15 21:25	EDT	-3.28	A	-1.80	A
USGS	011058798	2022-07-15 21:30	EDT	-3.31	A	-1.83	A
USGS	011058798	2022-07-15 21:35	EDT	-3.29	A	-1.87	A
USGS	011058798	2022-07-15 21:40	EDT	-3.28	A	-1.90	A
USGS	011058798	2022-07-15 21:45	EDT	-3.21	A	-1.93	A
USGS	011058798	2022-07-15 21:50	EDT	-2.87	A	-1.96	A
USGS	011058798	2022-07-15 21:55	EDT	-2.45	A	-1.97	A
USGS	011058798	2022-07-15 22:00	EDT	-2.06	A	-1.97	A
USGS	011058798	2022-07-15 22:05	EDT	-1.72	A	-1.83	A
USGS	011058798	2022-07-15 22:10	EDT	-1.36	A	-1.66	A
USGS	011058798	2022-07-15 22:15	EDT	-1.01	A	-1.60	A
USGS	011058798	2022-07-15 22:20	EDT	-0.67	A	-1.56	A
USGS	011058798	2022-07-15 22:25	EDT	-0.38	A	-1.51	A
USGS	011058798	2022-07-15 22:30	EDT	-0.09	A	-1.47	A
USGS	011058798	2022-07-15 22:35	EDT	0.18	A	-1.44	A
USGS	011058798	2022-07-15 22:40	EDT	0.46	A	-1.41	A
USGS	011058798	2022-07-15 22:45	EDT	0.70	A	-1.39	A
USGS	011058798	2022-07-15 22:50	EDT	0.98	A	-1.36	A
USGS	011058798	2022-07-15 22:55	EDT	1.26	A	-1.32	A
USGS	011058798	2022-07-15 23:00	EDT	1.52	A	-1.28	A
USGS	011058798	2022-07-15 23:05	EDT	1.76	A	-1.25	A
USGS	011058798	2022-07-15 23:10	EDT	1.96	A	-1.21	A
USGS	011058798	2022-07-15 23:15	EDT	2.13	A	-1.19	A
USGS	011058798	2022-07-15 23:20	EDT	2.32	A	-1.15	A
USGS	011058798	2022-07-15 23:25	EDT	2.51	A	-1.11	A
USGS	011058798	2022-07-15 23:30	EDT	2.72	A	-1.08	A
USGS	011058798	2022-07-15 23:35	EDT	2.97	A	-1.03	A
USGS	011058798	2022-07-15 23:40	EDT	3.19	A	-1.00	A
USGS	011058798	2022-07-15 23:45	EDT	3.43	A	-0.98	A
USGS	011058798	2022-07-15 23:50	EDT	3.67	A	-0.92	A
USGS	011058798	2022-07-15 23:55	EDT	3.90	A	-0.88	A
